Data Number,Hour,Minute,Data Value
38,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
39,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
40,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
41,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n', '55.62\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
42,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n', '55.62\r\n', '56.06\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
43,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n', '55.62\r\n', '56.06\r\n', '56.06\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
44,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n', '55.62\r\n', '56.06\r\n', '56.06\r\n', '55.12\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
45,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n', '55.62\r\n', '56.06\r\n', '56.06\r\n', '55.12\r\n', '55.22\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
46,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n', '55.62\r\n', '56.06\r\n', '56.06\r\n', '55.12\r\n', '55.22\r\n', '54.81\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
47,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n', '55.62\r\n', '56.06\r\n', '56.06\r\n', '55.12\r\n', '55.22\r\n', '54.81\r\n', '54.28\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
48,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n', '55.62\r\n', '56.06\r\n', '56.06\r\n', '55.12\r\n', '55.22\r\n', '54.81\r\n', '54.28\r\n', '54.83\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
49,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n', '55.62\r\n', '56.06\r\n', '56.06\r\n', '55.12\r\n', '55.22\r\n', '54.81\r\n', '54.28\r\n', '54.83\r\n', '53.99\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
50,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n', '55.62\r\n', '56.06\r\n', '56.06\r\n', '55.12\r\n', '55.22\r\n', '54.81\r\n', '54.28\r\n', '54.83\r\n', '53.99\r\n', '53.99\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
51,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n', '55.62\r\n', '56.06\r\n', '56.06\r\n', '55.12\r\n', '55.22\r\n', '54.81\r\n', '54.28\r\n', '54.83\r\n', '53.99\r\n', '53.99\r\n', '54.02\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
52,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n', '55.62\r\n', '56.06\r\n', '56.06\r\n', '55.12\r\n', '55.22\r\n', '54.81\r\n', '54.28\r\n', '54.83\r\n', '53.99\r\n', '53.99\r\n', '54.02\r\n', '54.85\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
53,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n', '55.62\r\n', '56.06\r\n', '56.06\r\n', '55.12\r\n', '55.22\r\n', '54.81\r\n', '54.28\r\n', '54.83\r\n', '53.99\r\n', '53.99\r\n', '54.02\r\n', '54.85\r\n', '53.53\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
