Data Number,Hour,Minute,Data Value
38,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
39,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
40,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
41,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n', '56.03\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
42,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n', '56.03\r\n', '49.60\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
43,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n', '56.03\r\n', '49.60\r\n', '46.32\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
44,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n', '56.03\r\n', '49.60\r\n', '46.32\r\n', '41.09\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
45,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n', '56.03\r\n', '49.60\r\n', '46.32\r\n', '41.09\r\n', '37.87\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
46,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n', '56.03\r\n', '49.60\r\n', '46.32\r\n', '41.09\r\n', '37.87\r\n', '38.86\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
47,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n', '56.03\r\n', '49.60\r\n', '46.32\r\n', '41.09\r\n', '37.87\r\n', '38.86\r\n', '34.51\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
48,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n', '56.03\r\n', '49.60\r\n', '46.32\r\n', '41.09\r\n', '37.87\r\n', '38.86\r\n', '34.51\r\n', '18.16\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
49,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n', '56.03\r\n', '49.60\r\n', '46.32\r\n', '41.09\r\n', '37.87\r\n', '38.86\r\n', '34.51\r\n', '18.16\r\n', '18.11\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
50,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n', '56.03\r\n', '49.60\r\n', '46.32\r\n', '41.09\r\n', '37.87\r\n', '38.86\r\n', '34.51\r\n', '18.16\r\n', '18.11\r\n', '10.19\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
51,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n', '56.03\r\n', '49.60\r\n', '46.32\r\n', '41.09\r\n', '37.87\r\n', '38.86\r\n', '34.51\r\n', '18.16\r\n', '18.11\r\n', '10.19\r\n', '9.67\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
52,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n', '56.03\r\n', '49.60\r\n', '46.32\r\n', '41.09\r\n', '37.87\r\n', '38.86\r\n', '34.51\r\n', '18.16\r\n', '18.11\r\n', '10.19\r\n', '9.67\r\n', '10.29\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
53,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n', '56.03\r\n', '49.60\r\n', '46.32\r\n', '41.09\r\n', '37.87\r\n', '38.86\r\n', '34.51\r\n', '18.16\r\n', '18.11\r\n', '10.19\r\n', '9.67\r\n', '10.29\r\n', '9.67\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
